ISO,ID,SMONTH,SYEAR,AUTH,LOC,LATNS,LATD,LATM,LATS,LONEW,LOND,LONM,LONS,ALT,CLIM,PAR,PAR2,MODE,MODE2,TEXT,TEXT2,DEPTH,WEAT,WEAT2,REST1,REST2,PARREM,LNDREG,LNDTOP,PHYS,SLP,POS,SLF,ASP,KND,PTRN,VAR,ROCK,STON,STSI,STSH,CRA,SEA,SALT,ALKALI,SODE,WAKE,WADE,WAUP,WALO,STAUP,STALO,STAPE,RUN,FLFR,FLNA,DRAIN,DRAINI,MOIDU,MOIDL,MOIMU,MOIML,MOIWU,MOIWL,ERT,ERT2,ERD,ERD2,AGGR,MASS,LUT,CROP,IRR,ROT,IMP,VET,VES,VED,ADPC,ADMM,COMNAME,DESCR,REMARKS,EDITDATE,VERIFIED
"NI",9,11,1992,"Vogel A.W. & Jimenez","Timal, main road to ""Ingenio Victoria de Julio"", km 30, excavation pit","N",12,15,0,"W",86,2,0,80,"Aw""","P1",,"A",,"SI",,90,"S",,"M",,,"UP","F","Nicaragua Depression",0,"F",,"ESE","G","0",20,"0","0",,,"L","0","0","0",90,"N",,,,55,90,"S","P","I",,"2",,,,0,90,,,,,,,"0","N","gr",,"0","0",,"HM","S","Intended to use for sugar cane",1,0,,,"Moderately deep, imperfectly drained, very dark grey to black heavy clay developed from alluvium derived from tuff. The soil contains few pyroclastic fragments, is moderately to strongly structured (columnar) and moderately to slightly porous. This typical Vertisol with a very high clay content and poor internal drainage shows great problems in workability and management (central pivot irrigation system). This profile forms part of the NIC05 to NIC09 toposequence. NIC09 (""black soils"") and NIC08 (""red soils"") are both found at short distances in an irregular pattern, as a consequence of differences in drainage conditions (imperfectly c.q. well drained).",,
"NI",10,11,1992,"Vogel A.W. & Gutierrez","Los Rizos, road El Crucero-Masachapa, km 41; 50m from electricity post","N",11,48,0,"W",86,33,0,0,"Aw""","P0",,"H",,"LO",,115,"P",,"M",,,"PM","U","Pacific Coastal Plain",4,"M","V","W","V",,,"LR","0",1.00000000e+00,"A","0","0","0","0",23,"N",,,,23,42,"S","M","N",,"3","4",,,0,115,,,,,,,"0","N","SH",,"0","0",,"SS","M","In past used for maize, beans, tomatoes",1,0,,,"Shallow, (moderately) well drained, dark yellowish brown to (dark) brown silty clay loam to silt loam soil developed from volcanic ejecta, derived from unconsolidated pyroclastic materials. The soil contains fresh talpetate fragments, is weakly to moderately structured and moderately porous. The strongly cemented layers at 23 and 67 cm depth, called ""talpetate"" (Bm horizon) are in this part of Nicaragua probably of geogenetic and pedogenetic origin. The shallowness of the soil and the drought hazard due to the semi-dry climate determine the selected land use type. The profile forms part of a toposequence (El Crucero- Montelimar) of soils with ""talpetate"", studied by the Department of Soil Science of the Nicaraguan Agricultural University.","09/16/94 00:00:00",
"NI",11,11,1992,"Vogel A.W. & Gutierrez","Montelimar, ""Ingenio Julio Buitrago"", 40m W of sugar mill offices","N",11,51,0,"W",86,29,0,50,"Aw""","Y6",,"U",,"MX",,120,"P",,"M",,"mix.alluvial,volcan.","UP","F","Pacific Coastal Plain",0,"F","S","E","R","L",20,"FR","0",3.00000000e+00,"A","0","0","0","0",120,"N",,,,42,51,"S","P","N",,"3","4",,,0,120,,,,,,,"0","N","AM","SUC","S","MO",,,,"In the past used for fruit trees",1,0,,,"Deep, (moderately) well drained, dark brown to dark reddish brown loam soil developed from unconsolidated materials, derived from igneous and sedimentary rocks as well as volcanic ejecta. The soil contains fresh talpetate fragments, is strongly to moderately structured, moderately permeable and highly porous. The strongly cemented layer at a depth of 42 cm, called ""talpetate"" (Bm horizon) is in this part of Nicaragua probably of geogenetic and pedogenetic origin. The talpetate at shallow depth affects the rooting conditions, the nutrients and moisture availability and the potential for mechanization of the soil. The profile forms part of a toposequence (El Crucero- Montelimar) of soils with ""talpetate"", studied by the Department of Soil Science of the Nicaraguan Agricultural University.","09/16/94 00:00:00",
"NL",1,,1965,"Stiboka","Prov. of Limburg, Kessel, 100m from Maas River","N",51,18,0,"E",6,3,0,24,"Cfb","Y0",,"A",,"LO",,,"P",,,,"river sediments (Meuse River), early Weichselian or Saalian","AT","F","middle terrace Maas river",0,"F",,,,,,,,,,,,,,,,,,,,,"M","M","N",,"4",,,,0,120,,,,,,,,,"a","SUB",,,,,,,0,0,,,"A red podzolic soil, derived from river sediments (Maas), dating from early Weichsel or Saalean (Eem interglacial). Some worm channels filled with Ap material penetrate into the C horizon at 135 cm. The C1 horizon has got clayey sand pockets, coloured 2,5 YR 4/6 moist. The C2 consists of cemented reddish brown sand (5 YR 4/4) and banded loose olive brown sand ( 2.5Y 7/4).","01/09/04 00:00:00","OSP"
"NL",2,,1969,,"Prov. of Gelderland, Ginkelse Heide, Ede","N",52,2,,"E",5,41,,35,"Cfb","Y0",,"I",,"SA",,,"P",,"H",,"slightly gravelly, ice-pushed sandy deposits","SP","U",,2,,,,,,,"0","WS",,,"0","0","0","0",120,"N",,,,,,"H","R","N",,"5",,,,0,120,,,,,,,,,"HE",,,,,,,"Heather",1,0,,,,"01/09/04 00:00:00","OSP"
"NL",5,5,1971,"Creutzberg D.","Prov. of Limburg, Sittard","N",51,0,0,"E",5,48,0,20,"Cfb",,,"W",,"SI",,,"P",,"H",,"Weichsel loess","PU","U","loam pit on loess plateau",0,"F",,,,,,"0","0",,,,,"0","0",,"N",,,,,,,,,,"4",,,,,,,,,,,,,,"na","MXX",,,,,,,1,0,,,"A fine silty soil, situated in a loam pit near railway crossing at Sittard, consisting of late Pleistocene loess. The loam is ì
being dug for brick manufacture. In the Ah and AB horizons ì
occasional pieces of coal appear. Apart from clay cutans, there ì
are silt coatings in Ah, AB and Bt horions. The mottles in the BC ì
horizon are developed as horizontal laminae of 0.5-2mm thickness.
(additional climatical data: xa - insolation (hrs).)","01/12/04 00:00:00","OSP"
"NL",6,9,1971,"Buursink J. & D. Creutzberg","Prov. of Utrecht, W of Werkhoven","N",52,1,0,"E",5,15,0,0,"Cfb",,,"A",,"CL",,,"P",,"M",,"backswamp deposits","AP","F","backswamp",0,"F",,,,,,"0","0",,,,,"0","0",,"W",120,30,120,,,"S","V",,,"2",,0,50,50,,,,,,,,,,"pa",,,,,,,"Land used as orchard some years ago",1,0,,,"A deep, clayey soil with low chroma (/1), derived from holocene alluvial deposits, with a weak prismatic structure breaking into ì
moderate subangular blocks. There are shallow drainage channels ì
on site, the groundwater table is below 120 cm. In B1 horizon, ì
there are some brick pieces. At 105 cm, there is the top part of ì
a buried soil.
(additional climatic data: xa - insolation (hrs))","01/12/04 00:00:00","OSP"
"NL",7,9,1971,"Creutzberg D.","Prov. of Utrecht, Cothen","N",52,0,0,"E",5,20,0,0,"Cfb",,,"A",,"LO",,,"P",,"M",,"loamy river deposits","AP","F","river plain",0,"F",,,,,,"0","0",,,,,,"0",,"W",130,50,130,,,"M","S","N",,"4",,0,25,25,,,,,,,,,,"pa",,,,,,,,1,0,,,"A deep, well drained brown silt loam soil in calcareous river clay (Schelling, de Bakker 1968), with a groundwater table below ì
130 cm and with an abrupt textural change to underlying sandy ì
river deposits (C).
(additional climatic data: xa - insolation (hrs))","01/12/04 00:00:00","OSP"
"NL",10,5,1984,"Creutzberg D.","Prov. of Gelderland, Dodewaardse Veld, about 2km WNW of Dodewaard","N",51,55,,"E",5,39,,6,"Cfb","Y0",,"A",,"CL",,,"S",,"M",,"Holocene alluvial deposits of the Rhine-Waal system","AP","F","backswamp",0,"F",,,,,,"0","0",,,,,"0","0",110,"W",110,30,100,,,"S","V","N",,"1",,,,0,110,,,,,,,,,"PA",,,,,"H",,"Alternating pasture and meadow, both hay and sillage grass",1,0,,,"LAND USE AND DRAINAGE: controlled polder water in ditches spaced 80-100m apart. The fields have a ridge-and-furrow system, spaced 10-15m. REFERENCE: ""Soil excursion in the vicinity of Wageningen"", soil B-NL10.","01/12/04 00:00:00","OSP"
"NL",11,,,"Creutzberg D. & J.H.V. van Baren","Prov. of Limburg, near Elkenrade","N",,,,"E",,,,175,"Cfb","L0",,"X",,"CL",,40,"P",,"M",,"soft limestone","PU","R","long slope",5,"M","S","N","A","L",300,"0","WS",,,"C","P","0","0",40,"N",,,,,,"M","R","N",,"4",,0,20,20,40,,,"S",,"S",,"N","M","A","RT","0","CC","IT",,,,1,0,,,"CROPS: sugar beet. In adjacent field maize and cereals.","01/06/03 00:00:00",
"NL",12,6,1984,"Kraanen C.J.M., J.H. Kauffman & A.B. Bos","Prov. of Gelderland, 15m N of provincial road N224 Ede-Arnhem at km 43.9, 100m W of Bosbedrijf Ede","N",52,2,19,"E",5,44,31,25,"Cfb","Y0",,"S",,"SA",,,"P",,"H",,"cover sand of Weichselian age","SP","U","low ridge",0,,,,,,,"0","0",,,"0","0","0","0",100,"N",,,,,,"H","R","N",,"4","5",,,0,150,,,,,,,,,"F",,"0",,,"FD",,"Originally arable land",1,0,,,"VEGETATION: Red oak (Quercus borealis)","01/13/04 00:00:00","OSP"
"NL",14,12,1973,"De Boer R., W. Bomer & J.J. Reynders","Prov. of Zeeland, Schouwen-Duiveland, NW of the lighthouse of Haamstede","N",51,42,,"E",3,45,,2,"Cfb","Y0",,"S",,"SA",,250,"P",,"M",,"decalcified Holocene dune deposits","DU","U","blown-out dune",0,"D",,,,,,"0","0",,,"0","0","0","0",150,"N",,,,,,"H","M","N",,"3",,,,0,150,,,,,,,,,"PA",,,,,"H",,,0,0,,,"No samples for laboratory analyses","01/13/04 00:00:00","OSP"
"NL",16,6,1978,"Van Baren J.H.V., D. Creutzberg, W. Bomer & W.C.W.A. Bomer","Prov. of Gelderland, Stroe","N",52,11,,"E",5,43,,,"Cfb","Y0",,"S",,"SA",,,"P",,"M",,,"SP","U",,,,,,,,,"0","0",,,"0","0","0","0",100,"N",,,,,,"M","M","N",,"4",,,,,,,,,,,,,,,,,,,,,"Heather",1,0,,,,"01/13/04 00:00:00","OSP"
"NL",18,4,1980,"Spaargaren O.C., A.J. van Kekem et al.","Prov. of Gelderland, 5km E of Winterswijk at Ratum","N",51,59,,"E",6,49,,44,"Cfb","Y0",,"U","T","SA","CL",,"P","S","M","M","cover sand on Salian glacial till","UP","F",,0,"F",,,,,,"0","0",,,"0","0","0","0",200,"P",100,10,100,35,325,"S","V","I",,"1",,,,0,100,100,170,,,,,,,"F",,,,"AD","FD",,"Oak-beech forest, very poor undergrowth",1,0,,,"A very dark brown to brown surface horizon and a light yellowish ì
brown eluvial horizon, both with a slightly gravelly loamy sand ì
texture, overlying abruptly a pale olive to light olive gray ì
illuvial horizon with slightly gravelly sandy clay loam to sandy ì
loam texture. Gley mottling appear in the lower part of eluvial ì
horizon, extending down to 325 cm. Groundwater table fluctuates ì
normally from 10 cm in winter and spring to over 100 cm in summer ì
and autumn. Below 145 cm discrete calcareous nodules occur.The ì
parent material is Saalean boulder clay overlying heavy liassic ì
clay deposits.
(additional climatic data: xa - insolation (hrs))
","01/16/04 00:00:00","OSP"
"NL",19,3,1980,"Breimer R.F., H. van Reuler, A.J. van Kekem & A. de Sitter","Prov. of Gelderland, E from Ochten along Waal River","N",51,55,0,"E",5,35,0,80,"Cfb","Y0",,"A",,"SA","CL",,"S",,"M",,"river sediments","AF","F",,0,"F",,,,,,"0","0",,,"0","0","0","0",120,"N",,200,500,,,"M","S","Y","F","2",,,,0,120,,,,,,,,,"pa",,,,,"H",,,1,0,,,"An imperfectly drained soil, derived from holocene river sediments, situated on a flood plain with ""escarpment"" (about 2m) ì
to river bed. The site is an eroded river bank that is flooded in ì
winter, connected with deposition of sandy-clayey material. ì
Therefore, the profile is a mixture of changing sandy and clayey ì
sedimentary layers. The C2 is coloured 10 YR 5/3 (sand and 10 YR ì
4/2 (clay); the C4 10 YR 6/3 (sand) and 10 YR 4/2 (clay).
(authors: Breimer/van Reuler/Van Kekem//de Sitter)","01/16/04 00:00:00","OSP"
"NL",20,4,1983,"Spaargaren O.C.","Prov. of Gelderland, De Klomp","N",52,3,,"E",5,35,,8,"Cfb","Y0",,"S",,"SA",,,"P",,,,"Wind-blown sand of Weichselian age","HL","U","cover sand ridge",10,"U",,"NE",,,,"0","0",,,"0","0","0","0",85,"N",,,,,,"M","M","N",,"3",,,,0,85,,,,,,,,,"A",,,,,"H",,,0,0,,,,"01/20/04 00:00:00","OSP"
"NL",21,4,1983,"Spaargaren O.C.","Prov. of Gelderland, De Klomp","N",52,3,,"E",5,35,,8,"Cfb","Y0",,"S",,"SA",,,"P",,,,"Wind-blown sand of Weichselian age","HL","U","cover sand ridge",10,"U",,"E",,,,"0","0",,,"0","0","0","0",160,"N",,,,,,"M","M","N",,"3",,,,0,160,,,,,,,,,"A",,,,,"H",,,0,1,,,,"01/20/04 00:00:00","OSP"
"NL",23,6,1984,"Kraanen Ch.J.M., J.H. Kauffman & A.B. Bos","Prov. of Gelderland, 30m S of provincial road N 224 Ede-Arnhem at km45","N",52,1,56,"E",5,45,47,28,"Cfb","Y0",,"S",,"SA","SA",160,"S","P",,,"recent eolian sand over Pleistocene eolian deposit (Weichselian cover sand)","DU","U","dune",0,"C",,,"U",,,"0","0",,,"0","0","0","0",160,"N",,,,,,"H","R","N",,"5",,,,0,160,,,,,,,"P",,"F",,,,,"F",,"Scotch pine (Pinus sylvestris)",1,0,,,"TOPOGRAPHY: stabilized dune field with hummocky relief. Dunes were stabilized around 1940.","01/21/04 00:00:00","OSP"
"NL",28,6,1989,"Bos A.B. & J.H. Kauffman","Prov. of Gelderland, N of Arnhem, Forest of Rozendaal","N",52,1,0,"E",5,58,0,54,"Cfb",,,"S","F",,,100,"S",,"V",,"cover sand","DU","U","wind blown sand",2,"M","S",,,,,,,,,,,,,30,"N",,,,,,,,,,,,,,0,130,,,,,,,,,"AF",,,,,"FD",,,1,0,,,"The depth and thickness of horizons varies considerably ì
especially in the 2C horizon, which is tilted. BC horizon has a ì
number of fine fibers of humus. Brown Bh2 describes a ì
(humus/iron) pan formed by humus illuviation.","06/16/95 00:00:00",
"NL",29,6,1989,"Bos A.B. & J.H. Kauffman","Prov. of Gelderland, N of Arnhem, Forest of Rozendaal","N",52,1,0,"E",5,58,0,52,"Cfb",,,"C","I","SA","GR",50,,,,,"Drenthe formation ?","GF","F","edge of fluvioplain and dunes",1,"F","S",,,"0",0,"0","0",,,,,,,50,"N",,,,20,27,"S","M",,,"3","4",0,150,,,,,,,,,,,"AF",,,,,"FD",,,1,0,,,"Rooting in gravelly layer below 50 cm is marginally. Permeability ì
of Bh is not measured. Litter layer consists of decomposed ì
mixture of needles, grass.
Profile has number 10.4 in series of Bosbouw en Cultuurtechnische ì
School Velp","06/16/95 00:00:00",
"NL",30,6,1989,"Bos A.B. & J.H. Kauffman","Prov. of Gelderland, Experimental farm ""De Schuilenborg"" near Lienden, approx. 10km W of Wageningen","N",51,57,,"E",5,31,,7,"Cfb","Y0",,"A",,"SI","SA",150,"S",,"M",,"levee deposits","AP","F","levee",0,"C","S","W",,,,"0","0",,,"0","0","0","S",150,"W",130,10,150,,,"M","M","N",,"3",,,,0,150,,,,,,,,,"AT1","FR",,,,,,,1,0,,,,"02/23/04 00:00:00","OSP"
"NL",32,5,1991,"Booy A. & O.H. Boersma","Prov. of Gelderland, Ugchelse Bos, approx. 900m ESE of Hoog Buurlo","N",52,10,33,"E",5,51,33,72,"Cfb","Y0",,"S",,"SA",,200,"P",,"H",,"cover sand of Pleistocene age","DU","U","dune ridge (fossil)",2,"U","C","W",,,,"0","0",,,"0","0","0","0",90,"N",,,,,,"H","R","N",,"5",,,,0,200,,,,,,,,"N","F",,,,,"FE",,"VEGETATION: Pinus sylvestris. Forest floor dominated by Calluna vulgaris and Vaccinium myrtillus.",1,0,,,"STEP profile Hoog Buurlo","02/24/04 00:00:00","OSP"
"NL",33,5,1991,"Booy A. & O.H. Boersma","Prov. of Drenthe, Valther Forest, plot 127, approx. 4km SE of Odoorn and 4km N of Emmen","N",52,49,39,"E",6,53,4,20,"Cfb","Y0",,"T",,"SA",,200,"P",,"M",,"Northern Pleistocene sandy area","UP","F","crest",0,"C","U",,,,,"0","0",,,"0",,"0","0",200,"N",,,,,,"H","M","N",,"5",,,,0,200,,,,,,,,"N","F",,,,,"FD",,"VEGETATION: Quercus robur with undergrowth of Pteridium aguilinum and Corydalis claviculata",1,0,,,"STEP profile Klijndijk Odoorn","02/25/04 00:00:00","OSP"
"NL",34,5,1991,"Booy A. & O.H. Boersma","Prov. of North Brabant, approx. 10km NNE of Eindhoven and 2km S of Kelsdonk","N",51,34,11,"E",5,34,34,12,"Cfb","Y0",,"S",,"SA",,200,"P",,"H",,"Cover sand deposit","UP","F",,0,"F",,,,,,"0","0",,,"0","0","0","0",,"A",250,50,250,,,"H","M","N",,"3",,,,0,250,,,,,,,,,"F",,,,,"FD",,"VEGETATION: Pinus sylvestris and Querens robur",1,0,,,"Drained by shallow ditches and furrows","02/25/04 00:00:00","OSP"
"NL",35,,1993,"Van Reeuwijk, L.P.","Prov. of South Holland, eastern side of Barendrecht, at ARCO","N",51,51,,"E",4,33,,5,"Cfb","Y0",,"B",,"GR","SA",,"P",,"L",,"MSW bottom ash on sand","UP","F","man-made plain",0,"F",,,,,,"0","WS",5.00000000e+00,"A","0","0",,,,,,,,,,"H","S","N",,"4",,,,0,50,,,,,,,,,"UR",,,,,,,,0,0,,,,"02/27/04 00:00:00","OSP"
"NL",36,5,2000,"Bos A.B. & J.R.M. Huting","Prov. of Gelderland, Wageningen, 35m W of Oude Diedenweg-Buissteeg","N",51,59,8,"E",5,44,1,16,"Cfb","Y0",,"S",,"SA",,150,"S",,"H",,,"SP","F","colluvial footslope",0,"L","C",,,,,"0","0",,,"0","0","0","0",150,"N",,,,,,"H","R","N",,"4",,,,0,150,,,,,,,,,"X",,,,,,,"LAND USE: horticulture",0,0,,,,"02/26/04 00:00:00","OSP"
"NO",1,9,1968,"Creutzberg D.","Province of Sör-Tröndelag, Val near Nes","N",63,49,31,"E",9,41,20,5,"Cfc","Y0",,"S","M","SA","GR",,"S","S",,,"1:thin, 2:shell-rich","CT","F",,11,"M","S",,,,,,,,,"0","0","0",,,"N",,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,"H",,,1,1,,,,"03/03/04 00:00:00","OSP"
"NO",2,9,1968,"Creutzberg D.","Province of Sör-Tröndelag, 40km N of Trondheim, near Botngard","N",63,46,0,"E",9,48,0,50,"Dfc",,,"T",,"MX",,,,,,,"Weichselian","GP","R","flat part",0,"D",,,,,,"0","0",,,"0","0","0","0",,"P",60,0,60,60,65,"S","P","N",,"0",,,,0,90,,,,,,,"P","N","VE",,"0",,,"D","P","Pinus,Birch,Calluna,Vacc.,Sphagn.,grass",1,1,,,"PARENT MATERIAL: Very heterogenous, gravelly silt loam to sand ì
loam. HUMAN INFLUANCE: site surrounded by excavation.
","01/27/97 00:00:00",
"NO",3,9,1968,"Creutzberg D.","Province of Nord-Tröndelag, 7km ESE of Hegra, along valley road to Koppera and Sweden","N",63,26,,"E",10,41,,30,,"Y0",,"C","A","LO","LO",85,"S","S",,,"colluvium on alluvial terrace","MO","M","alluvial terrace",2,"M","C",,,,,"0","0",,,"0","0","0","0",85,"N",,,,,,"M","R","N",,"4",,,,0,85,,,,,,,,,"F",,,,,"FS",,"VEGETATION: Picea excelsa with undergrowth of mosses, Vaccinicum and Carex",1,1,,,,"03/03/04 00:00:00","OSP"
"NZ",1,,1962,"NZ Soil Bureau","South Island, Canterbury Province, downlands at Gleniti, Timaru, on west side of Morgans Road, 270m N from Timaru-Claremont Road","S",44,23,,"E",171,12,,70,,"A3",,"X",,"LO",,,"P",,"L",,"moderately weathered loess from greywacke","HI","R","smooth convex slope",11,"L","V","S",,,,,,,,,,,,,"N",,,,,,"M","M","N",,"4",,,,,,,,,,,,,,"X",,,,,"H",,"VEGETATION: Twitch grass",0,0,,,,"02/27/04 00:00:00","OSP"
"NZ",2,,1962,"NZ Soil Bureau","South Island, Southland Province, Morton Mains, 1,6km NE along road from settlement, west side of road and 105m N of first stream crossing","S",46,20,,"E",168,39,,65,,"A3","SC","X","X","SI",,,"S","S","M","M","loess from tufaceous greywacke and schist",,,"smooth convex slope",7,,"V","S",,,,"0","0",,,"0","0","0","0",51,"N",,,,,,"M","M","N",,"4",,,,0,100,,,,,,,,,"GR",,,,,"H",,"VEGETATION: cocksfood and browntop",0,0,,,"LAND USE: pastoral land for intensive fat stock production (mainly fat lambs); some cash crops; well suited to intensive wheat farming","03/01/04 00:00:00","OSP"
"NZ",3,,1962,"NZ Soil Bureau","North Island, Taranaki Province, Whareroa, rear of Whareroa Social Hall along Whareroa Road","S",39,37,,"E",174,16,,90,,"E2",,"H",,"LO",,70,"S",,"L",,"andasitic ash (ash of Mt. Egmont)","VU","R","flat part",0,,,,,,,"0","0",,,"0","0","0","0",,"N",,,,,,"H","M","N",,"4",,,,0,100,,,,,,,,,"HI2",,,,,"H",,"VEGETATION: cocksfoot, sweet vernal, ryegrass pasture",0,0,,,"LAND USE: dayring land supporting ryegrass-white clover pastures. Original vegetation: fern, tutu, scrub","03/03/04 00:00:00","OSP"
"NZ",4,,1962,"NZ Soil Bureau","North Island, Auckland Province, Warkworth, N of Auckland, 1km along Goatley's Road from main highway outside property of Macey","S",36,24,,"E",174,40,,45,,"SA",,"X",,"CL",,120,"H",,,,"banded sandstone of Waitemata beds, deeply weathered and red weathered","HI","H","slope",30,"L",,"NW",,,,,,,,"0","0","0","0",120,"N",,,,,,"M","R","N",,"2",,,,0,120,,,,,,,,,"HI2",,,,,"H",,"VEGETATION: originally broadleaved-podocarp forest with kauri. Vegetation at site: tall bracken fern",0,0,,,"LAND USE: Dairying with semi-intensive sheep farming","03/02/04 00:00:00","OSP"
"NZ",5,,1962,"NZ Soil Bureau","North Island, Waikato Province, Wharepaina, W of Rotorua-Taupo Highway, 8km S of Waiotapu","S",38,24,,"E",176,20,,325,,"P9",,"H",,"SI",,,"P",,"L",,"Rhyolitic pumice (Taupo pumice) erupted 250 AD","PU","F",,0,"F",,,,,,,,,,,,"0","0",,"N",,,,,,"H","R","N",,"4",,,,0,110,,,,,,,,,"HI2",,,,,"H",,"VEGETATION: tussock, cocksfoot, bracken fern, mingi mingi. Original vegetation: Manuka scrub and bracken fern. Area had podocarp forest prior to Polynesian fires.",0,0,,,"LAND USE: dairying, semi-extensive sheep farming and exotic forestry","03/02/04 00:00:00","OSP"
"OM",1,2,1982,,"Wadi Quriyat, 1.4km N of Ministry farm, on Lajrid Plain","N",,,,,,,,,,,,"A",,,,,,,,,,"AP","F",,0,,,,"V",,,,,,,"C",,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,"Abandonned land, see general remarks",1,0,,,"VEGETATION: SPECIE                  ABUNDANCE
            Grantia senecioides     common
            Haloxylon salicornicum  common
            Acacia sp.              few

ADDITIONAL NOTES ON PROFILE DESCRIPTION:
Absence of any marked CaCO3 accumulation in profile above ì
gravels.
Bk2  - mottles: CaCO3.
2Ck  - CaCO3 pendants on gravel.
180+ - horizon too cemented to dig.","06/29/94 00:00:00",
"OM",2,2,1982,,"Wadi Quriyat, Lajrid Plain, 0.5km NE of ministry farm","N",22,50,0,"E",57,10,0,0,,"L0","L0","A","A","SI","GR",106,,,,,"II slightly cemented","AF","F",,1,"F",,,,"0",0,,,,,"C",,"0","0",106,"N",,,,,,"M",,,,"4",,0,52,52,106,,,,,,,,,"FA",,,,,"SX",,"Abandoned",1,1,,,,"06/29/94 00:00:00",
"OM",3,3,1982,"Hutcheon A.A., A.R.A. Stapleton & W.B. Kerr","Huwayyah South, 8km N of Buriami, 650m S of graded Mahdah","N",24,20,0,"E",55,52,0,400,"BW",,,"A","A","SA","GR",85,,,,,,"BA",,"basin floor, flat-concave",1,,,,"W","I",20,"0","0",,,"0","S","0","0",85,"A",190,,,,,"H","M",,,"4",,,,0,145,,,,,,,"0","N","VE",,,,,"DX",,,1,1,,,"Microrelief: sandy vegetated hummocks. Profile: gravelly layer 35-45 cm.
","07/25/96 00:00:00",
"OM",4,4,1982,,"Huwayyah S, 1.5km S of graded Buraimi-Mahdah road, 10km NE of Buraimi","N",,,,,,,,,,,,"A",,,,,,,,,,"BA",,"Enclosed silty alluvial basin",0,,,,"V",,,,,,,,"C",,,,"W",200,,,,,,,"Y","F","3",,,,,,,,,,,,"P",,,,,,,,,,1,0,,,"PHYSIOGRAPHY: Basin receiving terminal deposits from Wadi ì
Huwayyah during seasonal inundation.

SURFACE CHARACTERISTICS: Dry, curling slip cap.

VEGETATION:   SPECIE                  ABUNDANCE
              Pulicaria undulata      common
              Acacia sp.              common
              annuals                 few

WATER TABLE: Falling steadily.

ADDITIONAL NOTES ON PROFILE DESCRIPTION:
Bu  - inclusions: pseudomycelia.
Btk - few fine irregular cracks.
Bk1 - mottles: black.
      nodules: also few fine calcareous and common fine ì
manganiferous.
2Cy - gypsum crystals: 20%.
      mottles: rust.
      gravel: rounded.
3C  - marl.","06/29/94 00:00:00",
"PE",1,5,1991,"Urcuhuaranga F.","Loreto Region, Iquitos, near lake 'Laguna Quistococha'","S",3,49,13,"W",73,19,3,150,"Af",,,"A",,"SA",,,,,,,"Iquitos formation 1)","AP","F","dissected high terrace",5,,"S",,"V","0",,"0","0",,,"0","0","0","0",115,"N",,,,115,165,"H","S","N",,"6",,,,0,165,,,"S",,"S",,"0","N","VE",,,,,"FE","S","""purma"" (forest fallow) 2)",1,0,,,"Short field description
Deep, excessively drained pale brown sand. At a depth of 115 cm ì
starts a thick, mainly by organic matter, cemented hard, water ì
stagnating layer, the Spodic horizon.
Soil classification: samples of horizons 6 and 7 turn pale red ì
upon ignition, indicating the presence of iron, and therefore ì
excluding a Carbid Podzol classification.
The site is situated in an erosion gully.
1) The soil is formed in the Iquitos formation, and consist, ì
after the podzolisation process, of deep homogenous white quartz ì
sands.
2) The original vegetation is a dense rain-forest, cleared for ì
agriculture and abandonned as a forest fallow, locally known as ì
""purma"".

"" X "" in the climate data refers to cloud cover in eights.
","08/20/95 00:00:00",
"PE",2,6,1991,"Fernandez R., J.H. Kauffman & G. Paredes","Loreto Region, km 21 along Iquitos-Nauta track","S",3,53,52,"W",73,20,40,130,"Af",,,"A","A",,,320,,,,,"Iquitos formation","HL","H","dissected river terrace",25,"U","V",,"T","I",10,"0","0",,,"0","0","0","0",320,"N",,,,,,"M","M","N",,"4","3",,,0,165,,,"S",,"S",,"0","N","PA",,,,,"HS",,"Grassland""torourco""(Dactylocthenium sp.)",1,0,,,"Short field description
Very deep, well drained, yellowish brown loamy sand. A thin dark ì
A horizon  is followed by a weakly mottled transition horizon, ì
from about 50 cm starts a very uniform soil colour.
The weak mottling in the Ah2 and BA horizons consists of ì
yellowish/red mottles caused by iron ('root rust') and black ì
because of organic matter in bio-channels. The weak yellowish/red ì
colours are indicative for temporarely saturation of the soil by ì
excessive rain water.
The top horizon, Ah1, can be divided in two thin horizons: 0-4 cm ì
with a dark colour and 4-8 cm with a bleached colour. The Bw1 ì
horizon is a bit darker than the overlaying BA horizon.
The soil site is located in the upper slope of a convex hill. The ì
soil parent material belongs to an old alluvium, the 'Iquitos ì
formation', deposited during the upper Tertiary. At a depth of ì
320 cm starts abruptly an older clay alluvium formation, probably ì
the Pebas formation, which has been observed till 350 cm, but may ì
extend to a great depth.
The original dense rain-forest has been cleared recently and many ì
tree trunks, partial decaying are present.
"" X "" in the climate data refers to the cloud cover in eighths.
According to the FAO classification there is no ferralic ì
B-horizon because of a too high silt/clay ratio, and no argic ì
B-horizon because the rate of clay increase is just not ì
insufficient. Because of colour and structure development the B ì
horizon is classified as cambic B. In the USDA Soil Taxonomy the ì
oxic horizon is identified, assuming the weatherable mineral ì
content to be lower than 10%.
","03/23/95 00:00:00",
